FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,53268,0,0,0,0,0,0,0,0,51,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,697,0,8,0,0,0,2,0,0,0,Hull City,Liverpool,Arsenal,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,4380,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,898,0,0,0,0,0,6,0,0,0,Middlesbrough,Man City,Southampton,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,5200000,1,89,4.7,9.03846153846154E-07,1.71153846153846E-05,0,206021,1,31,0,0,0,3,0,17.1,9678,2,0,89,-2,1,0,5.2,12,0,6,0,3,13.1,568295,0,491,0,4,1710,19564,0,0,423,Watford,Crystal Palace,Everton,Man City,West Brom,6.6,6.7,4.1,6.4,4.8,3.8,7,6.2,5.1,5.2,6.1,4.2,6.4,3.7,6.9,7,3.4
Scott,Dann,DEF,CRY,5200000,1,40,2.5,4.80769230769231E-07,7.69230769230769E-06,0,248997,2,31,0,0,0,2,0,7.7,1659,-3,0,40,3,0.2,0,1,1,0,1,0,1,3,90333,0,480,0,1,1440,100,0,0,235,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,2.4,2.2,2.2,2.5,2.4,2.2,2.6,2.5,1.9,2.5,2.9,2,2.5,2.8,2.1,2.6,1.7
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0,0,0,0,1849,0,0,0,0,0,0,0,0,27,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,652,0,0,0,0,0,17,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5000000,2,35,0.555555555555556,1.11111111111111E-07,7E-06,0,76781,2,5,0,0,0,0,0,7,445,-5,0,35,5,0.4,0,2,3,0,4,0,0,0.8,32661,0,257,0,0,762,211,0,0,169,Stoke,Hull City,Leicester,Watford,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,David Luiz,DEF,CHE,6200000,7,73,4.3,6.93548387096774E-07,1.17741935483871E-05,0,82505,3,11,0,0,0,0,0,11.8,2661,2,0,73,-2,0.6,0,3.8,2,0,11,0,0,4.1,199843,0,0,0,0,1530,3025,0,0,363,Hull City,Liverpool,Arsenal,Burnley,Swansea,5.8,5.1,6,3.5,5.2,5.2,5.6,5.2,5.7,5.4,4.8,3.7,6.4,4,5.5,4.6,5.2
Ben,Davies,DEF,TOT,4700000,1,13,0.206349206349206,4.3904086457278E-08,2.76595744680851E-06,0,12772,1,3,0,0,0,0,0,2.8,73,-3,0,13,3,0.1,0,0.6,0,0,1,0,0,0.2,7238,0,192,0,0,348,253,0,0,70,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Curtis,Davies,DEF,HUL,4900000,2,36,1.7,3.46938775510204E-07,7.3469387755102E-06,0,97118,2,45,0,0,0,0,0,7.3,507,-1,0,36,1,0.3,0,1.5,3,0,1,0,2,1.7,98632,1,0,0,1,1883,37,0,0,335,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.9,0.8,1.8,1.4,1.7,0.8,1.3,0.8,2,1.4,1,1.3,1.5,1.3,1.3,1.3,1.5
Tom,Davies,MID,EVE,4300000,8,18,0.285714285714286,6.64451827242525E-08,4.18604651162791E-06,0,3018,1,0,0,0,0,1,0,4.2,342,-2,0,18,2,0.7,0,3,0,0,2,0,1,0.4,16030,0,0,0,0,271,10950,0,0,63,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steven,Davis,MID,SOU,5100000,0,41,2.4,4.70588235294118E-07,8.03921568627451E-06,0,37510,2,16,0,0,0,0,0,8,247,-4,0,41,4,0.3,0,1.4,0,0,5,0,2,0.5,5308,0,535,0,0,1370,18,0,0,243,Leicester,Swansea,West Ham,Sunderland,Arsenal,0,1.6,1.9,1.9,1.4,1.6,2,1.2,2.3,1.9,1.3,1.8,1.2,2.2,1.2,1.6,2
Craig,Dawson,DEF,WBA,4800000,0,38,1.9,3.95833333333333E-07,7.91666666666667E-06,0,71095,7,27,0,0,0,0,0,7.9,442,-2,0,38,2,0.2,0,1,1,0,3,0,0,1.3,17733,0,433,0,0,1783,277,0,0,234,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,1.6,1.3,1.9,1.8,2.1,1.8,1,2,1,1.2,2.2,2.1,1.2,1.4,1,1.5,1.3
Michael,Dawson,DEF,HUL,4400000,2,37,2.8,6.36363636363636E-07,8.40909090909091E-06,0,24217,2,25,0,0,0,3,0,8.4,961,-1,0,37,1,0.6,0,2.8,4,0,0,0,0,0.9,53856,1,0,0,2,1170,645,0,0,214,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,2.1,1.8,3.6,3,3.4,1.6,2.8,2,4,3,2.3,2.8,3.1,2.8,2.8,2.8,3.2
Kevin,De Bruyne,MID,MCI,10500000,2,96,4.8,4.57142857142857E-07,9.14285714285714E-06,0,990997,2,23,0,0,0,2,0,9.1,9702,0,1,96,0,0.3,1,3.2,17,0,3,0,11,7.4,970078,0,546,0,2,1572,716,-1,0,391,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,5.1,3.8,5.6,4.1,5.4,5.6,5.4,4.3,3.5,3.6,5.8,4.2,5.7,5,5.3,6.7,5.1
David,de Gea,GLK,MUN,5400000,3,74,3.5,6.48148148148148E-07,1.37037037037037E-05,0,724813,1,20,0,46,0,0,0,13.7,8447,-1,0,74,1,0.7,0,4,2,0,7,0,0,34.5,326064,0,368,0,1,1890,3456,0,0,330,Stoke,Hull City,Leicester,Watford,Man City,4.1,4.2,2.6,4,3.5,4.6,4.1,3.6,4.1,3.9,2.8,3.7,2.7,3.7,4.4,3.2,4.2
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,5824,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,243,0,129,0,0,0,0,0,0,0,Southampton,Burnley,Man Utd,Swansea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,De Pena,MID,MID,4200000,0,0,0,0,0,0,11566,0,0,0,0,0,0,0,0,200,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,14103,0,0,0,0,0,233,0,0,0,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten,de Roon,MID,MID,4400000,3,47,2.6,5.90909090909091E-07,1.06818181818182E-05,0,49290,4,18,0,0,0,2,0,10.7,3033,-1,0,47,1,0.5,0,2.3,2,0,5,0,0,2.3,133659,0,0,0,1,1488,3332,0,0,211,West Ham,West Brom,Tottenham,Everton,Crystal Palace,2,2.3,1.3,2.4,1.8,1.7,3.3,2.1,2,1.8,3.1,1.5,1.5,1.9,1.3,2.3,1.3
Julien,de Sart,MID,MID,4300000,0,0,0,0,0,0,3118,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2385,0,0,0,0,0,0,0,0,0,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4700000,0,1,1,2.12765957446809E-07,2.12765957446809E-07,0,9996,0,0,0,0,0,0,0,0.2,42,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,1786,0,11,0,0,15,8,0,0,2,Burnley,Watford,Chelsea,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6700000,1,67,3.2,4.77611940298508E-07,1E-05,0,468755,5,35,0,0,0,4,0,10,4969,-3,0,67,3,0.5,0,3.3,6,0,4,0,3,3.9,436527,0,629,0,1,1792,1195,0,0,232,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,2.5,2.6,4.5,2.7,4.1,3.8,2,3.5,4.2,3.8,2.2,4.1,3.7,4,2.9,2.2,3.9
Jermain,Defoe,FWD,SUN,7900000,6,119,5.7,7.21518987341772E-07,1.50632911392405E-05,0,846412,1,39,0,0,0,12,0,15.3,11128,9,-1,119,-9,0.9,0,7,21,0,2,0,3,29.2,1765830,0,595,0,5,1882,35167,1,0,397,West Brom,Tottenham,Crystal Palace,Southampton,Everton,6.3,8.1,6.8,8.4,5.3,8.4,6,8.6,6.1,6.2,7.5,8.6,6,8.6,6.5,8.1,4.8
Steven,Defour,MID,BUR,5700000,3,48,0.761904761904762,1.33667502088555E-07,8.42105263157895E-06,0,28488,1,12,0,0,0,1,0,8.4,106,-3,0,48,3,0.3,0,1.8,6,0,5,0,3,0.2,29752,0,0,0,0,877,42,0,0,213,Arsenal,Leicester,Watford,Chelsea,Hull City,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Damien,Delaney,DEF,CRY,4800000,1,33,1.9,3.95833333333333E-07,6.875E-06,0,32354,5,26,0,0,0,0,0,6.9,166,-2,0,33,2,0.2,0,0.8,1,0,2,0,1,0.6,10193,0,366,0,0,1476,37,0,0,230,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,1.6,1.4,1.4,1.6,1.6,1.4,1.7,1.6,1.2,1.7,1.9,1.3,1.6,1.9,1.3,1.7,1
Fabian,Delph,MID,MCI,4700000,0,2,0.0317460317460317,6.75447483958122E-09,4.25531914893617E-07,0,6605,0,1,0,0,0,0,0,0.4,13,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1462,0,156,0,0,30,18,0,0,4,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousa,Dembele,MID,TOT,5400000,3,32,0.507936507936508,9.40623162845385E-08,5.92592592592593E-06,0,18827,4,10,0,0,0,0,0,5.9,340,-1,0,32,1,0.3,0,1.8,3,0,5,0,1,0.3,20966,0,473,0,0,968,561,0,0,202,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jason,Denayer,DEF,SUN,4700000,1,25,0.396825396825397,8.44309354947653E-08,5.31914893617021E-06,0,3440,2,14,0,0,0,0,0,5.3,33,-3,0,25,3,0.1,0,0.5,2,0,2,0,0,0.1,1475,0,0,0,0,881,14,0,0,137,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.0476190476190476,6.70690811535882E-09,4.22535211267606E-07,0,7270,1,1,0,0,0,0,0,0.4,21,-4,0,3,4,0,0,0,0,0,0,0,0,0.2,973,0,259,0,0,24,6,0,0,6,Stoke,Hull City,Leicester,Watford,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,5900000,0,13,0.206349206349206,3.49744417541028E-08,2.20338983050847E-06,0,130131,1,6,0,0,0,0,0,2.2,126,-6,0,13,6,0,0,0,0,0,0,0,0,0.9,18905,0,283,0,0,460,13,0,0,53,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,5,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5000000,3,41,2.2,4.4E-07,8.2E-06,0,384741,2,12,0,0,0,0,0,8.2,997,-5,0,41,5,0.5,0,2.4,0,0,8,0,0,4.6,30008,0,526,0,0,1531,595,0,0,238,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,1.1,1.6,2,1.1,1.8,2,1.1,2,1.1,1.3,2.3,2,1.3,1.3,1.1,1.8,1.1
Adama,Diomande,FWD,HUL,4500000,2,38,2.1,4.66666666666667E-07,8.44444444444444E-06,0,401598,1,24,0,0,0,2,0,8.4,4703,0,0,38,0,0.4,0,1.8,2,0,2,0,0,5.5,498685,0,0,0,0,1120,5080,0,0,121,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,1,1.4,2.1,1.4,2.5,1.5,2.2,1.1,2.2,1.8,1.5,1.4,2,1.3,2.3,1.9,1.9
Mame Biram,Diouf,FWD,STK,5700000,0,28,1.9,3.33333333333333E-07,4.91228070175439E-06,0,32556,3,21,0,0,0,0,0,4.9,345,-3,0,28,3,0.3,0,1.8,0,0,3,0,2,0.4,16784,0,245,0,0,893,54,0,0,115,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0,1.5,1.3,1.8,1,1.4,1.4,1.1,1.4,1.1,1.8,2.2,1.8,1.8,1.1,1.4,1.2
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,2,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4300000,0,23,1.4,3.25581395348837E-07,5.34883720930233E-06,0,11150,4,33,0,0,0,0,0,5.3,355,-2,0,23,2,0.1,0,0.5,0,0,2,0,0,0.3,11392,0,0,0,0,1487,208,0,1,270,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.7,1.2,0.8,1.5,0.7,1.1,0.7,1.3,0.7,0.7,0.7,1.6,0.9,1.4,0.7,1,0.7
Abdoulaye,Doucoure,MID,WAT,4600000,3,7,0.111111111111111,2.41545893719807E-08,1.52173913043478E-06,0,898,1,7,0,0,0,0,0,1.5,5,-4,0,7,4,0.3,0,1.5,0,0,1,0,0,0,259,0,0,0,0,277,11,0,0,30,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,5000000,0,46,0.73015873015873,1.46031746031746E-07,9.2E-06,0,50258,1,14,0,0,0,1,0,9.2,304,-5,0,46,5,0.2,0,1,3,0,4,0,2,0.4,17660,0,0,0,0,1104,51,0,0,205,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Luke,Dreher,MID,CRY,4400000,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,10,0,0,0,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,LEI,5300000,2,36,2.4,4.52830188679245E-07,6.79245283018868E-06,0,310811,2,25,0,0,0,0,0,6.8,557,-2,0,36,2,0.2,0,1.3,2,0,4,0,1,3.8,69348,0,592,0,0,1293,78,0,0,220,Southampton,Burnley,Man Utd,Swansea,Liverpool,1.2,1.3,2,1.6,1.5,2.2,1.2,1.2,2,3.1,1.2,1.4,1.9,1.3,2.6,1.2,2.3
Nathan,Dyer,MID,SWA,4700000,1,10,0.158730158730159,3.37723741979061E-08,2.12765957446809E-06,0,7155,0,10,0,0,0,0,0,2.1,36,-3,0,10,3,0.4,0,2,0,0,0,0,1,0.1,1570,0,64,0,0,192,23,0,0,38,Liverpool,Southampton,Man City,Leicester,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0317460317460317,7.21500721500721E-09,4.54545454545455E-07,0,182,0,0,0,0,0,0,0,0.5,7,-1,0,2,1,0,0,0,0,0,0,0,0,0,204,0,0,0,0,8,4,0,0,6,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,23,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Elmohamady,MID,HUL,4700000,0,37,1.9,4.04255319148936E-07,7.87234042553191E-06,0,21184,2,42,0,0,0,0,0,7.9,102,-3,0,37,3,0.5,0,2.3,1,0,1,0,1,0.2,7270,0,0,0,0,1648,19,0,1,279,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,1.1,1,1,2,1.1,1.4,1,1.2,1.5,1,1,1.7,1,2.1,1,1.2
Mohamed,Elneny,MID,ARS,4600000,0,21,0.333333333333333,7.2463768115942E-08,4.56521739130435E-06,0,30959,1,8,0,0,0,0,0,4.6,146,-4,0,21,4,0.1,0,0.6,0,0,2,0,1,0.4,9445,0,134,0,0,534,20,0,0,114,Burnley,Watford,Chelsea,Hull City,Southampton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Elliot,Embleton,MID,SUN,4400000,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,-1,1,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,7,-1,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Emnes,FWD,SWA,4400000,0,0,0,0,0,0,23135,0,0,0,0,0,0,0,0,132,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,14408,0,4,0,0,0,107,0,0,0,Liverpool,Southampton,Man City,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,8700000,10,121,6,6.89655172413793E-07,1.39080459770115E-05,0,581522,0,14,0,0,0,5,0,14.1,5984,2,-1,121,-2,0.8,0,7,15,0,8,0,11,15.7,786988,0,738,0,3,1755,29043,1,0,451,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,4.8,6.4,8.4,3.7,7.8,8.3,5.9,8.3,5.5,6.4,9,8.4,6.4,6.4,4.8,7.8,5.8
,Ethan Robson,MID,SUN,4500000,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,2,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Evandro,MID,HUL,5000000,1,1,0.0158730158730159,3.17460317460317E-09,2E-07,0,4,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0.2,0,1,0,0,0,0,0,0,27,0,0,0,0,15,27,0,0,1,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,WBA,4500000,0,44,2.6,5.77777777777778E-07,9.77777777777778E-06,0,301525,6,19,0,0,0,1,0,9.8,6517,0,0,44,0,0.2,0,1,3,0,3,0,0,5.6,227302,0,343,0,1,1469,350,0,0,262,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,2.5,2.1,3,2.8,3.3,2.9,1.7,3.2,1.6,2,3.4,3.3,2,2.3,1.5,2.5,2.2
Lukasz,Fabianski,GLK,SWA,4800000,1,57,2.7,5.625E-07,1.1875E-05,0,130830,1,49,0,65,0,0,0,11.9,1980,-2,0,57,2,0.3,0,1.5,5,0,3,0,0,3.7,136348,0,366,1,0,1890,69,0,0,355,Liverpool,Southampton,Man City,Leicester,Chelsea,2.8,3.4,2.4,2.3,2.2,3.1,2.6,2.5,2.7,2.9,3.2,2.3,3,1.9,2.6,1.9,2.8
,Fabio,DEF,MID,4400000,7,34,0.53968253968254,1.22655122655123E-07,7.72727272727273E-06,0,5077,3,10,0,0,0,0,0,7.7,433,-1,0,34,1,1,0,4.3,5,0,4,0,0,0.4,19554,0,0,0,0,795,4653,0,0,170,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,1,43,0.682539682539682,9.89187945709685E-08,6.23188405797101E-06,0,239647,3,6,0,0,0,1,0,6.2,5031,-6,0,43,6,0.6,0,4.3,5,0,2,0,6,2.1,72550,0,617,0,1,499,191,0,0,182,Hull City,Liverpool,Arsenal,Burnley,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
Adam,Federici,GLK,BOU,4400000,0,8,0.126984126984127,2.88600288600289E-08,1.81818181818182E-06,0,3014,1,3,0,5,0,0,0,1.8,37,-1,0,8,1,0,0,0,1,0,1,0,0,0.1,1939,0,31,0,0,180,20,0,0,37,Watford,Crystal Palace,Everton,Man City,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,9,17,0.26984126984127,5.3968253968254E-08,3.4E-06,0,136190,1,6,0,0,0,1,0,3.4,155,-5,0,17,5,0.6,0,3,1,0,1,0,1,0.7,8796,0,0,0,0,271,1335,0,1,69,Middlesbrough,Man City,Southampton,West Brom,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,1,22,1.4,2.41379310344828E-07,3.79310344827586E-06,0,17730,6,11,0,0,0,0,0,3.8,59,-2,0,22,2,0.2,0,1.2,0,0,4,0,0,0.2,10685,0,164,0,0,798,79,0,0,143,Stoke,Hull City,Leicester,Watford,Man City,0.7,0.8,0.8,1,0.7,0.8,0.7,0.7,0.8,0.8,0.9,0.7,0.7,0.7,0.7,0.7,0.7
Leroy,Fer,MID,SWA,4900000,0,65,3.8,7.75510204081633E-07,1.3265306122449E-05,0,587903,4,29,0,0,0,6,0,13.3,7109,-1,0,65,1,0.3,0,1.3,5,0,2,0,1,6.1,690165,0,107,0,2,1175,725,0,0,259,Liverpool,Southampton,Man City,Leicester,Chelsea,2.2,3.9,2.9,4.7,2.7,5.1,3.5,3.1,4.1,3.4,2.9,3.9,3.6,3.7,4,4.4,3.8
Edimilson,Fernandes,MID,WHU,4800000,1,15,0.238095238095238,4.96031746031746E-08,3.125E-06,0,648,2,7,0,0,0,0,0,3.1,10,-2,0,15,2,0.2,0,1,0,0,1,0,0,0,719,0,0,0,0,403,9,0,0,52,Middlesbrough,Man City,Southampton,West Brom,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,0,13,1.3,3.0952380952381E-07,3.0952380952381E-06,0,63688,3,20,0,0,0,0,0,3.1,297,-3,0,13,3,0.1,0,0.5,0,0,1,0,0,1.1,10066,0,333,0,0,900,96,0,0,144,Liverpool,Southampton,Man City,Leicester,Chelsea,0.9,1.2,0.7,0.7,0.6,1,0.8,0.8,0.8,0.9,1.1,0.7,1,0.6,0.8,0.6,0.9
,Fernandinho,MID,MCI,5300000,0,38,2.2,4.15094339622642E-07,7.16981132075472E-06,0,119550,3,17,0,0,0,1,0,7.2,660,-2,0,38,2,0.1,0,0.6,3,0,3,0,1,1.4,69675,0,417,0,0,1471,42,0,2,239,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,1.7,1.1,1.6,1.8,1.6,1.2,1.1,1.1,1.8,1.2,1.8,1.5,1.6,2.3,1.5
,Fernando,MID,MCI,4700000,0,14,0.222222222222222,4.72813238770686E-08,2.97872340425532E-06,0,14076,3,8,0,0,0,0,0,3,235,-3,0,14,3,0.1,0,0.4,1,0,1,0,0,0.2,6907,0,236,0,0,532,31,0,0,90,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,1,5,0.0793650793650794,1.8037518037518E-08,1.13636363636364E-06,0,570,1,1,0,0,0,0,0,1.1,7,-1,0,5,1,0,0,0.2,0,0,1,0,0,0,572,0,0,0,0,166,7,0,0,30,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,MID,LIV,8400000,1,98,4.9,5.83333333333333E-07,1.16666666666667E-05,0,931221,3,23,0,0,0,6,0,11.7,12452,-1,0,98,1,0.5,0,3.8,10,0,6,0,5,10.6,942074,0,522,0,4,1772,4988,0,0,331,Swansea,Chelsea,Hull City,Tottenham,Leicester,5.9,5,4.5,5.5,5,4.5,7.4,3.8,6.2,6.3,4.5,4.4,5.6,5.1,6.1,3.8,6.3
Viktor,Fischer,MID,MID,4900000,0,21,0.333333333333333,6.80272108843537E-08,4.28571428571429E-06,0,43363,0,6,0,0,0,0,0,4.3,35,-6,0,21,6,0,0,0,0,0,1,0,2,0.2,2079,0,0,0,0,407,10,0,0,74,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
