FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Christian,Kabasele,DEF,WAT,4800000,0,13,0.270833333333333,5.64236111111111E-08,2.70833333333333E-06,0,2212,0,7,0,0,0,1,0,2.7,60,-2,0,13,2,0.5,0,2.2,1,0,0,0,0,0.1,870,0,0,0,0,222,25,0,0,46,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Younes,Kaboul,DEF,WAT,4400000,0,24,2.4,5.45454545454545E-07,5.45454545454545E-06,0,25166,0,16,0,0,0,0,0,5.5,1215,-1,0,24,1,0.1,0,0.6,0,0,3,0,0,0.7,23057,0,231,0,0,802,130,0,0,154,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,1.5,2.3,2.7,2.6,2.2,1.8,3.1,2.9,1.4,3.3,3,1.6,2,2.3,2.5,1.7,2.2,2.1,3,1.2,1.5,2.1
Sullay,Kaikai,MID,CRY,4500000,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,9,0,0,0,1,0,0,0,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Kane,FWD,TOT,11300000,2,64,5.8,5.13274336283186E-07,5.66371681415929E-06,0,712488,0,8,0,0,0,7,0,5.7,21979,3,0,64,-3,0.6,0,6.4,11,0,5,0,1,20.3,856878,0,1053,0,2,920,34500,0,0,254,Burnley,Southampton,Watford,Chelsea,West Brom,8.7,5.2,6.1,7.5,8.4,6.6,6.1,8.1,6.2,7.9,8.7,6.7,8.5,5.7,6.4,8.6,8.7,5.7,8,6.3,8.1,6.4
N'Golo,Kante,MID,CHE,4700000,3,42,2.6,5.53191489361702E-07,8.93617021276596E-06,0,619935,4,11,0,0,0,1,0,8.9,10713,-3,0,42,3,0.4,0,2,0,0,9,0,0,13.2,184094,0,501,0,0,1440,7477,0,0,253,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,1.8,2.6,2.1,1.3,1.9,2.3,1.3,1.4,1.7,2.3,1.5,2.6,1.8,2,1.7,1.5,1.9,2.4,1.5,2.4,1.7,3.2
Bartosz,Kapustka,MID,LEI,5100000,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,36,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,417,0,0,0,0,0,6,0,0,0,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris,Karius,GLK,LIV,4800000,0,32,3.2,6.66666666666667E-07,6.66666666666667E-06,0,44375,0,12,0,20,0,0,0,6.4,16539,-2,2,32,2,0.6,0,2.8,0,0,3,0,0,1.4,75918,0,0,0,0,900,303,-2,0,153,Everton,Stoke,Man City,Sunderland,Man Utd,2.4,4.3,3.4,2.3,2.2,3.5,3.3,3.1,4.2,1.7,4.4,4.3,2.7,4,4.4,3.8,2.8,3.6,2.7,4.4,3.8,3.5
Michael,Keane,DEF,BUR,4900000,2,42,2.6,5.30612244897959E-07,8.57142857142857E-06,0,54754,1,26,0,0,0,1,0,8.6,5023,-1,0,42,1,0.2,0,1,2,0,3,0,0,2.5,100993,0,0,0,1,1440,708,0,0,280,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.4,2.8,2.8,1.5,3.6,2.9,2.7,1.5,2.6,1.8,1.5,2.1,1.3,3.4,3.5,1.8,1.3,2.4,1.8,3.1,1.6,3.9
Will,Keane,FWD,HUL,4500000,0,8,0.166666666666667,3.7037037037037E-08,1.77777777777778E-06,0,31743,0,10,0,0,0,0,0,1.8,1075,0,0,8,0,0,0,0,0,0,1,0,0,0.3,39284,0,0,0,0,280,46,0,0,9,West Ham,Man City,Everton,West Brom,Bournemouth,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Martin,Kelly,DEF,CRY,4400000,0,17,1.1,2.5E-07,3.86363636363636E-06,0,26069,2,24,0,0,0,0,0,3.9,1388,-1,0,17,1,0.1,0,0.6,0,0,0,0,1,0.7,34842,0,96,0,0,945,144,0,0,125,Chelsea,Watford,Arsenal,Swansea,West Ham,0.6,0.6,1.1,0.6,0.9,0.7,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.6,1,0.6,0.7,0.8,0.6,0.7,0.6
,Kenedy,MID,WAT,5100000,0,1,0.0208333333333333,4.08496732026144E-09,1.96078431372549E-07,0,2053,0,0,0,0,0,0,0,0.2,7,-4,0,1,4,0,0,0,0,0,0,0,0,0,1125,0,86,0,0,16,13,0,0,2,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahbi,Khazri,MID,SUN,6100000,1,11,0.229166666666667,3.7568306010929E-08,1.80327868852459E-06,0,10848,2,11,0,0,0,0,0,1.8,65,-4,0,11,4,0,0,0.2,0,0,1,0,0,0.1,808,0,172,0,0,435,26,0,0,31,Watford,Man Utd,Burnley,Liverpool,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5000000,0,17,0.354166666666667,7.08333333333333E-08,3.4E-06,0,4262,0,14,0,0,0,0,0,3.4,65,-5,0,17,5,0,0,0.2,0,0,1,0,0,0,1019,0,241,0,0,546,23,0,0,101,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Kightly,MID,BUR,4200000,0,5,0.104166666666667,2.48015873015873E-08,1.19047619047619E-06,0,13831,0,1,0,0,0,0,0,1.2,1173,-3,0,5,3,0,0,0.2,0,0,0,0,0,0.6,19004,0,0,0,0,96,1198,0,0,17,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,King,MID,LEI,4800000,1,25,0.520833333333333,1.08506944444444E-07,5.20833333333333E-06,0,12023,1,14,0,0,0,1,0,5.2,674,-2,0,25,2,0.5,0,2.6,1,0,0,0,0,0.3,6673,0,174,0,0,805,744,0,0,117,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Joshua,King,MID,BOU,5400000,3,44,2.9,5.37037037037037E-07,8.14814814814815E-06,0,51054,1,20,0,0,0,2,0,8.1,1472,-1,0,44,1,0.4,0,2,2,0,4,0,1,0.7,47495,0,321,0,0,1070,1577,0,0,123,Southampton,Chelsea,Swansea,Arsenal,Hull City,3.1,1.4,1.7,1.9,1.7,3.3,2.6,1.5,2.3,1.6,1.8,2.8,3,1.4,1.4,2.3,1.4,3.1,2.4,2.8,3.8,1.8
Stephen,Kingsley,DEF,SWA,4100000,0,19,0.395833333333333,9.65447154471545E-08,4.63414634146341E-06,0,301043,0,9,0,0,0,0,0,4.6,19370,1,0,19,-1,0,0,0,2,0,2,0,0,11.2,522253,0,75,0,1,585,1135,0,0,113,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jan,Kirchhoff,MID,SUN,4300000,1,12,0.25,5.81395348837209E-08,2.7906976744186E-06,0,2826,1,11,0,0,0,0,0,2.8,134,-2,0,12,2,0.3,0,1.2,0,0,0,0,1,0,1381,0,118,0,0,433,55,0,0,61,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4600000,6,12,2,4.34782608695652E-07,2.60869565217391E-06,0,38287,0,6,0,0,0,0,0,2.6,192,-4,0,12,4,0.3,0,1.4,0,0,1,0,0,0.4,8742,0,0,0,0,406,343,0,0,94,Everton,Stoke,Man City,Sunderland,Man Utd,1.1,2.3,1.6,1.1,1,1.7,1.6,1.5,2.2,1,2.7,2.2,1.2,2,2.3,1.9,1.3,1.8,1.2,2.3,2,1.7
Aleksandar,Kolarov,DEF,MCI,5800000,6,42,2.8,4.82758620689655E-07,7.24137931034483E-06,0,127643,4,17,0,0,0,1,0,7.2,3035,-2,0,42,2,0.8,0,4.4,2,0,3,0,1,3.6,56983,1,429,0,1,1292,2173,0,0,249,Arsenal,Hull City,Liverpool,Burnley,Everton,3.7,2.8,3,3.4,2.1,3.3,3.5,2.7,2.4,2.3,2.1,3.4,3.6,3.7,2.2,3.1,2.7,3,2.7,2.8,2.6,2.4
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0625,1.05932203389831E-08,5.08474576271186E-07,0,17553,1,1,0,0,0,0,0,0.5,224,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.4,5039,0,173,0,0,114,40,0,0,13,Arsenal,Hull City,Liverpool,Burnley,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0625,1.22549019607843E-08,5.88235294117647E-07,0,64812,0,0,0,0,0,0,0,0.6,386,-4,0,3,4,0,0,0,0,0,0,0,0,0.8,13086,0,289,0,0,46,218,0,0,9,Liverpool,Leicester,Hull City,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine,Kone,DEF,SUN,4400000,2,24,1.7,3.86363636363636E-07,5.45454545454545E-06,0,67148,1,24,0,0,0,0,0,5.5,859,-1,0,24,1,0.5,0,2.2,0,0,1,0,0,1.1,19299,0,176,0,0,1260,616,0,0,191,Watford,Man Utd,Burnley,Liverpool,Stoke,1.4,0.8,0.8,1.9,1.8,1,1.7,1.1,1.9,0.8,1.3,1.1,1.8,0.9,0.8,1.1,2.1,1.9,1.9,1.1,1.3,0.8
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0,0,0,0,5469,0,0,0,0,0,0,0,0,73,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,503,0,0,0,0,0,20,0,0,0,Swansea,Burnley,Man Utd,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Koscielny,DEF,ARS,6400000,0,61,4.1,6.40625E-07,9.53125E-06,0,289332,3,13,0,0,0,2,0,9.2,70464,4,2,61,-4,0.2,0,1.4,8,0,4,0,0,19.1,748208,0,493,0,2,1350,1952,-2,0,340,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,4.4,5,4.7,4.5,4.3,5.6,4.8,4.1,5.2,4.9,5.2,4.4,4.6,4.4,5.7,4.9,4.8,4.6,4.2,3.9,5.5,5.2
Cheikhou,Kouyate,MID,WHU,5100000,3,31,2.2,4.31372549019608E-07,6.07843137254902E-06,0,83163,1,24,0,0,0,0,0,6.1,484,-4,0,31,4,0.3,0,1.4,0,0,4,0,0,0.9,18663,0,498,0,0,1260,901,0,0,183,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,1.8,1.3,1.4,1.8,1.5,1.6,1.3,1.1,1.7,1.4,1.3,1.1,2.5,1.3,1.1,1.8,1.8,2,1.3,1.7,1.2,1.2
Dusan,Kuciak,GLK,HUL,4000000,0,0,0,0,0,0,3749,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6759,0,0,0,0,0,75,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,9,0,0,0,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0,0,0,0,20520,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2966,0,0,0,0,0,15,0,0,0,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Lallana,MID,LIV,7300000,19,86,1.79166666666667,2.45433789954338E-07,1.17808219178082E-05,0,603561,1,17,0,0,0,6,0,12.1,2156,3,-2,86,-3,0.7,0,5.4,11,0,3,0,6,15.5,969738,0,416,0,3,959,283813,2,0,322,Everton,Stoke,Man City,Sunderland,Man Utd,0.9,1.2,0.9,1.3,0.9,1.3,1,0.9,1.2,0.9,0.9,1.8,0.9,1.5,1.5,0.9,0.9,1.1,1,1.4,0.9,1.4
Rickie,Lambert,FWD,WBA,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,7861,0,0,0,0,0,0,0,0.2,47,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1205,0,72,0,0,13,19,0,0,3,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6600000,0,28,0.583333333333333,8.83838383838384E-08,4.24242424242424E-06,0,518776,1,2,0,0,0,1,0,4.2,2705,-4,0,28,4,0,1,0,4,0,4,0,1,3.9,301838,0,519,0,0,595,110,0,0,93,Burnley,Southampton,Watford,Chelsea,West Brom,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Manuel,Lanzini,MID,WHU,6400000,3,48,1,1.5625E-07,7.5E-06,0,20003,1,23,0,0,0,3,0,7.5,1188,-1,0,48,1,0.5,0,3.4,5,0,4,0,0,0.4,29981,0,381,0,1,980,3053,0,0,225,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,1,2,0.0416666666666667,8.86524822695035E-09,4.25531914893617E-07,0,861,1,3,0,0,0,0,0,0.4,20,-3,0,2,3,0.1,0,0.4,0,0,0,0,0,0,280,0,58,0,0,133,46,0,0,7,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Leadbitter,MID,MID,4700000,1,3,0.0625,1.32978723404255E-08,6.38297872340426E-07,0,468,0,2,0,0,0,0,0,0.6,8,-3,1,3,3,0.1,0,0.4,0,0,0,0,0,0,197,0,0,0,0,65,5,-1,0,14,Swansea,Burnley,Man Utd,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Ledley,MID,CRY,4500000,1,31,0.645833333333333,1.43518518518519E-07,6.88888888888889E-06,0,28613,0,17,0,0,0,1,0,6.9,714,0,0,31,0,0.4,0,1.8,1,0,2,0,1,0.6,22949,0,121,0,0,802,354,0,0,149,Chelsea,Watford,Arsenal,Swansea,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4300000,2,20,0.416666666666667,9.68992248062016E-08,4.65116279069767E-06,0,13913,0,7,0,0,0,0,0,4.7,197,-2,0,20,2,0.1,0,0.6,0,0,2,0,1,0.2,13041,0,56,0,0,366,241,0,0,84,Chelsea,Watford,Arsenal,Swansea,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,8,0.166666666666667,3.96825396825397E-08,1.9047619047619E-06,0,24536,0,2,0,0,0,0,0,1.9,1085,-3,0,8,3,0,0,0,0,0,0,0,1,0.5,25880,0,28,0,0,86,2659,0,0,27,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0,0,0,0,52236,0,0,0,0,0,0,0,0,1719,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,57158,0,0,0,0,0,849,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,EVE,5500000,2,13,0.270833333333333,4.92424242424242E-08,2.36363636363636E-06,0,11709,0,4,0,0,0,0,0,2.4,110,-5,0,13,5,0.4,0,2,0,0,0,0,1,0.2,1830,0,278,0,0,254,209,0,0,61,Liverpool,Leicester,Hull City,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,2437,0,1,0,0,0,0,0,0.3,12,-1,0,2,1,0,0,0,0,0,0,0,0,0,181,0,180,0,0,69,6,0,0,12,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,MID,MUN,5600000,1,18,0.375,6.69642857142857E-08,3.21428571428571E-06,0,39904,0,7,0,0,0,0,0,3.2,596,-4,0,18,4,0.1,0,0.6,0,0,2,0,1,0.4,11323,0,318,0,0,439,227,0,0,80,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,2,37,2.3,4.79166666666667E-07,7.70833333333333E-06,0,5090,2,35,0,0,0,1,0,7.7,165,-2,0,37,2,0.7,0,3.2,2,0,1,0,1,0.1,3638,0,0,0,0,1343,358,0,1,236,West Ham,Man City,Everton,West Brom,Bournemouth,1.2,1.4,2.1,1.3,2.2,1.2,1.5,1.2,1.2,2.5,1.6,1.9,1.3,1.7,1.9,1.2,1.5,2.1,1.2,2.7,1.4,1.7
Fernando,Llorente,FWD,SWA,6300000,2,55,4.2,6.66666666666667E-07,8.73015873015873E-06,0,158670,0,25,0,0,0,5,0,8.9,11850,-2,-1,55,2,1,0,6.2,7,0,2,0,2,5,248687,0,0,0,2,922,46715,1,0,187,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,4.7,5.8,5.4,5.2,4.7,4.5,5.2,4.8,6.3,3.6,6.2,5.3,3.5,4.9,5.4,4.9,4.4,4.7,4.2,5.6,4.8,5.1
Hugo,Lloris,GLK,TOT,5500000,8,58,4.1,7.45454545454545E-07,1.05454545454545E-05,0,216148,0,10,0,32,0,0,0,10.5,3065,0,0,58,0,0.7,0,4,2,0,6,0,0,7.6,189771,0,419,0,0,1204,17523,0,0,266,Burnley,Southampton,Watford,Chelsea,West Brom,6.1,4,3.5,4.9,5.6,3.6,3.1,5.2,4.4,6,5.8,4.1,6.1,3.1,3.5,5.4,6.1,2.2,5.9,4.4,4.6,4.1
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.0208333333333333,4.08496732026144E-09,1.96078431372549E-07,0,3785,0,0,0,0,0,0,0,0.2,37,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,361,0,68,0,0,9,7,0,0,3,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,31446,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4384,0,0,0,0,0,75,0,0,0,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,2603,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6030,0,0,0,0,0,143,0,0,0,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,6100000,2,14,1.2,1.9672131147541E-07,2.29508196721311E-06,0,444266,1,6,0,0,0,0,0,2.3,2006,-4,0,14,4,0.2,0,1.2,0,0,1,0,0,3.2,60583,0,435,0,0,437,2082,0,0,32,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.6,0.9,0.8,0.6,0.6,1.2,0.6,1,0.6,0.7,0.6,0.8,0.6,0.9,0.9,0.6,0.9,0.6,1.2,0.6,0.6,0.7
Donald,Love,DEF,SUN,4000000,1,5,0.104166666666667,2.60416666666667E-08,1.25E-06,0,97856,1,5,0,0,0,0,0,1.3,3577,0,0,5,0,0.1,0,0.4,0,0,0,0,0,4.1,219474,0,3,0,0,230,1576,0,0,41,Watford,Man Utd,Burnley,Liverpool,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5000000,6,46,3.5,7E-07,9.2E-06,0,175436,3,17,0,0,0,2,0,9.2,11038,0,1,46,0,0.7,0,3.4,2,0,4,0,0,6,286061,0,248,0,0,1125,6003,-1,0,253,Everton,Stoke,Man City,Sunderland,Man Utd,2.7,4.9,3.9,2.7,2.5,3.9,3.8,3.6,4.7,1.9,4.9,4.8,3.1,4.5,5,4.3,3.3,4.1,3.1,5,4.1,4
Matthew,Lowton,DEF,BUR,4500000,2,35,2.3,5.11111111111111E-07,7.77777777777778E-06,0,19162,4,24,0,0,0,0,0,7.8,939,0,0,35,0,0.3,0,1.2,2,0,3,0,1,0.8,32529,0,0,0,0,1350,224,0,0,252,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.2,2.3,2.4,1.2,3,2.5,2.3,1.2,2.2,1.5,1.2,1.7,1.2,2.8,3,1.4,1.2,2,1.5,2.6,1.3,3.3
Leiva,Lucas,MID,LIV,4400000,1,9,0.1875,4.26136363636364E-08,2.04545454545455E-06,0,8174,1,6,0,0,0,0,0,2,205,-1,0,9,1,0.2,0,0.8,0,0,0,0,0,0.2,8498,0,253,0,0,295,98,0,0,52,Everton,Stoke,Man City,Sunderland,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,4076,0,0,0,0,0,0,0,0,129,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4752,0,0,0,0,0,89,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,EVE,9400000,2,87,5.8,6.17021276595745E-07,9.25531914893617E-06,0,1005035,2,18,0,0,0,9,0,9.3,43013,4,0,87,-4,0.4,0,3.6,15,0,3,0,3,25.1,1642757,0,754,0,2,1286,24431,0,0,316,Liverpool,Leicester,Hull City,Southampton,Man City,8.7,5.8,6.5,8.5,8.5,6.7,6.1,8.7,6.5,8.7,5.2,8.4,8.6,6.2,5.8,8.7,8.7,6.3,7.5,6.5,8.5,6.4
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,3746,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0.1,208,0,3,0,0,0,8,0,0,0,Southampton,Chelsea,Swansea,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,629,0,0,0,0,0,9,0,0,0,Arsenal,Hull City,Liverpool,Burnley,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,HUL,4400000,0,12,1.3,2.95454545454545E-07,2.72727272727273E-06,0,1322,1,20,0,0,0,0,0,2.7,44,-1,0,12,1,0.2,0,0.8,0,0,0,0,2,0,1550,0,0,0,0,558,14,0,0,119,West Ham,Man City,Everton,West Brom,Bournemouth,1.1,0.8,1,0.7,1.2,0.6,0.6,1.2,1.3,1.1,0.6,0.8,0.6,1.4,0.8,0.6,1,0.9,0.8,0.8,0.8,1.1
Riyad,Mahrez,MID,LEI,9000000,2,56,3.5,3.88888888888889E-07,6.22222222222222E-06,0,796711,3,23,0,0,0,3,0,6.2,9686,-5,0,56,5,0.6,1,5,4,0,3,0,3,9.8,119536,0,994,0,0,1263,2256,0,0,213,Stoke,Everton,West Ham,Middlesbrough,Chelsea,2.3,4.4,3.7,2.8,3.2,1.9,2.1,4.1,2.3,2.8,3.9,1.8,1.9,3.7,5.1,2,2.2,3.8,2.1,4.4,1.8,4.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0208333333333333,4.62962962962963E-09,2.22222222222222E-07,0,48,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,2,3,0,0,5,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
