FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jefferson,Montero,MID,SWA,5000000,0,16,0.280701754385965,5.6140350877193E-08,3.2E-06,0,8137,0,9,0,0,0,0,0,3.2,121,-5,0,16,5,0.3,0,1.7,0,0,0,0,1,0.1,2311,0,202,0,0,347,8,0,0,70,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4500000,0,9,0.157894736842105,3.50877192982456E-08,2E-06,0,143061,1,5,0,0,0,0,0,2,834,-5,0,9,5,0,0,0.2,1,0,0,0,1,1.6,15702,0,394,0,0,212,189,0,0,50,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wes,Morgan,DEF,LEI,4800000,6,48,2.5,5.20833333333333E-07,1E-05,0,666130,2,31,0,0,0,1,0,10,13774,-2,0,48,2,0.4,0,1.7,0,0,4,0,1,14.8,273981,0,549,0,0,1710,4260,0,0,268,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,1.7,2.5,2,1.2,2.1,1.6,3.3,3,2.6,2.4,3.1,2.6,1.5,2,2.9,1.7,2.7,1.7,3.2
James,Morrison,MID,WBA,4600000,1,35,0.614035087719298,1.3348588863463E-07,7.60869565217391E-06,0,15057,2,6,0,0,0,2,0,7.6,1859,-4,0,35,4,0.4,0,2,2,0,2,0,1,0.3,24150,0,266,0,0,647,678,0,0,128,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Victor,Moses,MID,CHE,5800000,1,60,3.3,5.68965517241379E-07,1.03448275862069E-05,0,114371,3,4,0,0,0,3,0,10.3,27294,3,0,60,-3,0.4,0,2.3,4,0,10,0,1,3.4,237041,0,127,0,1,1162,3939,0,0,249,Tottenham,Leicester,Hull City,Liverpool,Arsenal,1.9,2.8,3.3,1.6,2.3,2.5,3.2,2.1,3.7,2.7,2.9,2.5,2.4,2.7,3.1,2.6,3.4,2.6,4.5
Lys,Mousset,FWD,BOU,5200000,0,2,0.0350877192982456,6.74763832658569E-09,3.84615384615385E-07,0,2974,0,1,0,0,0,0,0,0.4,41,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1215,0,0,0,0,25,21,0,0,1,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4100000,0,23,0.403508771929825,9.84167736414206E-08,5.60975609756098E-06,0,22557,1,3,0,0,0,1,0,5.6,3756,-4,0,23,4,0.7,0,2.7,3,0,2,0,0,0.7,40254,0,111,0,1,289,4501,0,0,88,Watford,Sunderland,Man Utd,Everton,West Brom,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ahmed,Musa,FWD,LEI,6900000,0,30,0.526315789473684,7.627765064836E-08,4.34782608695652E-06,0,405090,1,11,0,0,0,2,0,4.3,1346,-6,0,30,6,0.1,0,0.5,5,0,1,0,0,3.3,75284,0,0,0,0,516,182,0,0,92,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Shkodran,Mustafi,DEF,ARS,5800000,0,36,3,5.17241379310345E-07,6.20689655172414E-06,0,84210,3,9,0,0,0,0,0,6.2,1304,-2,0,36,2,0.1,0,0.8,2,0,3,0,1,0.9,94355,0,0,0,0,1014,2553,0,0,223,Bournemouth,Swansea,Burnley,Watford,Chelsea,2.8,2.7,3.6,3.2,2.5,3.6,3.2,3.2,2.9,2.8,3.1,4.3,3.2,2.7,3.1,2.5,2.4,3.4,3.2
Jordon,Mutch,MID,CRY,4200000,1,3,0.0526315789473684,1.2531328320802E-08,7.14285714285714E-07,0,7734,0,1,0,0,0,0,0,0.7,1039,-3,0,3,3,0.1,0,0.3,0,0,0,0,0,0.3,10979,0,54,0,0,52,3016,0,0,12,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4200000,0,0,0,0,0,0,33642,0,0,0,0,0,0,0,0,363,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,2322,0,218,0,0,0,169,0,0,0,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samir,Nasri,MID,MCI,6400000,0,1,1,1.5625E-07,1.5625E-07,0,12374,0,0,0,0,0,0,0,0.2,35,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1044,0,164,0,0,16,25,0,0,0,Burnley,Everton,Tottenham,West Ham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Naughton,DEF,SWA,4300000,1,24,1.7,3.95348837209302E-07,5.58139534883721E-06,0,44235,3,29,0,0,0,0,0,5.6,1384,-2,1,24,2,0,0,0.2,3,0,2,0,0,0.9,31703,0,239,0,0,1205,567,-1,0,223,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,1.3,1.9,1.3,1.7,1.1,1.2,1,1.5,1.3,1.1,1.3,1.5,1.6,1,1.6,0.8,1.3,0.8,1.4
Jesus,Navas,MID,MCI,6100000,1,23,0.403508771929825,6.61489790048893E-08,3.77049180327869E-06,0,36691,1,10,0,0,0,0,0,3.8,273,-4,0,23,4,0.2,0,1.3,0,0,1,0,2,0.6,14045,0,408,0,0,465,211,0,0,103,Burnley,Everton,Tottenham,West Ham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Didier,Ndong,MID,SUN,4800000,2,26,1.7,3.54166666666667E-07,5.41666666666667E-06,0,884,4,25,0,0,0,0,0,5.4,49,-2,0,26,2,0.3,0,1.5,0,0,2,0,0,0,1081,0,0,0,0,1216,31,0,0,162,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0.8,1.2,0.8,1.1,0.8,1.2,0.8,0.9,0.8,1.8,0.9,0.8,1.2,1.1,0.8,1.4,0.8,1.3,0.8
Alvaro,Negredo,FWD,MID,6400000,5,74,4.1,6.40625E-07,1.15625E-05,0,1247072,3,20,0,0,0,5,0,11.6,26643,-1,0,74,1,0.6,0,3.7,11,0,5,0,4,15.9,1350734,0,0,0,3,1502,64641,0,0,225,Leicester,Watford,West Ham,West Brom,Tottenham,6,4.3,5.6,5,3.7,4.9,5.1,4.4,5.7,4.6,5.2,5.1,6.1,4.7,3.5,5.1,3.5,4.9,4.2
Julien,Ngoy,FWD,STK,4500000,0,1,0.0175438596491228,3.89863547758285E-09,2.22222222222222E-07,0,3262,0,0,0,0,0,0,0,0.2,122,0,0,1,0,0,0,0.2,0,0,0,0,0,0.1,4726,0,0,0,0,5,68,0,0,3,Watford,Sunderland,Man Utd,Everton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,5700000,0,0,0,0,0,0,2443,0,0,0,0,0,0,0,0,39,-3,0,0,3,0,0,0,0,0,0,0,0,0,1103,0,19,0,0,0,21,0,0,0,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,N'Jie,FWD,TOT,5900000,0,0,0,0,0,0,1858,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,384,0,38,0,0,0,8,0,0,0,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,6900000,0,5,0.087719298245614,1.27129417747267E-08,7.2463768115942E-07,0,456,0,0,0,0,0,0,0,0.7,16,-1,0,5,1,0,0,0.2,0,0,0,0,0,0,461,0,0,0,0,40,10,0,0,15,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,6200000,1,45,2.5,4.03225806451613E-07,7.25806451612903E-06,0,119387,5,25,0,0,0,2,0,7.3,3274,-3,0,45,3,0.6,1,3.8,3,0,5,0,0,1.4,18153,0,581,0,1,1472,303,0,0,244,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,2,1.7,1.7,1.4,2.2,1.8,1.6,1.3,3,1.6,1.2,2.3,2.1,2.3,1.5,1.9,1.5,1.4
,Nolito,MID,MCI,8500000,0,49,0.859649122807018,1.01135190918473E-07,5.76470588235294E-06,0,252769,3,6,0,0,0,4,0,5.8,851,-5,0,49,5,0.2,0,1.7,2,0,3,0,3,1.2,213054,0,0,0,1,735,263,0,1,157,Burnley,Everton,Tottenham,West Ham,Swansea,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,31534,0,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,2.2,8167,0,10,0,0,0,230,0,0,0,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havard,Nordtveit,MID,WHU,4700000,1,21,0.368421052631579,7.83874580067189E-08,4.46808510638298E-06,0,4555,1,13,0,0,0,0,0,4.5,100,-3,0,21,3,0.4,0,1.7,0,0,1,0,1,0.1,1452,0,0,0,0,587,21,0,0,102,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Nsue,DEF,MID,4100000,0,10,0.175438596491228,4.27899015832264E-08,2.4390243902439E-06,0,22705,0,5,0,0,0,0,0,2.4,480,-4,0,10,4,0,0,0,0,0,1,0,0,0.3,10474,0,0,0,0,320,480,0,0,49,Leicester,Watford,West Ham,West Brom,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Nugent,FWD,MID,4600000,0,4,0.0701754385964912,1.5255530129672E-08,8.69565217391304E-07,0,27905,0,0,0,0,0,0,0,0.9,316,-4,0,4,4,0,0,0,0,0,0,0,0,0.3,9515,0,0,0,0,43,174,0,0,11,Leicester,Watford,West Ham,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,4400000,0,32,2.1,4.77272727272727E-07,7.27272727272727E-06,0,42502,3,18,0,0,0,0,0,7.3,4937,-1,-1,32,1,0.4,0,1.7,4,0,1,0,1,1.6,70602,0,275,0,1,1238,5360,1,0,200,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,2.1,1.4,1.8,1.5,2.2,2.1,2.3,2,1.4,2.6,1.1,1.4,2.3,2.4,1.5,1.7,1,1.7,1.5
Pedro,Obiang,MID,WHU,4400000,0,26,0.456140350877193,1.03668261562998E-07,5.90909090909091E-06,0,13991,4,14,0,0,0,0,0,5.9,631,-1,0,26,1,0.4,0,1.7,3,0,3,0,1,0.3,12127,0,163,0,0,914,211,0,0,161,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Moses,Odubajo,DEF,HUL,4400000,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,9,0,0,0,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4800000,1,39,2.4,5E-07,8.125E-06,0,34441,2,27,0,0,0,0,0,8.1,1505,-2,0,39,2,0.6,0,2.7,2,0,4,0,0,1,17504,0,284,0,0,1440,488,0,0,273,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,1.8,2.5,1.7,2.4,2.1,2.5,1.6,2.2,1.8,2.2,2,2.6,2.3,1.3,2.4,2.3,2.6,3,1.2
Stefano,Okaka,FWD,WAT,5300000,0,17,0.298245614035088,5.62727573651109E-08,3.20754716981132E-06,0,16233,1,4,0,0,0,2,0,3.2,2087,-2,0,17,2,0.5,0,2.5,3,0,0,0,0,0.2,21428,0,0,0,1,197,224,0,0,66,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eunan,O'Kane,MID,BOU,4400000,0,0,0,0,0,0,10272,0,0,0,0,0,0,0,0,71,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1303,0,84,0,0,0,23,0,0,0,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinji,Okazaki,FWD,LEI,5700000,1,30,0.526315789473684,9.23361034164358E-08,5.26315789473684E-06,0,114938,1,11,0,0,0,2,0,5.3,3644,-3,0,30,3,0.3,0,1.7,2,0,2,0,0,1.6,77230,0,320,0,0,729,1141,0,0,104,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Greg,Olley,MID,HUL,4300000,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,35,0,0,0,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olufela,Olomola,MID,SOU,4400000,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,12,0,0,0,Everton,Burnley,Leicester,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Olsson,DEF,WBA,4300000,0,9,0.157894736842105,3.67197062423501E-08,2.09302325581395E-06,0,30298,2,9,0,0,0,0,0,2.1,475,-2,0,9,2,0.1,0,0.5,0,0,1,0,0,0.6,14094,0,261,0,0,500,225,0,0,60,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Aiden,O'Neill,MID,BUR,4300000,0,3,0.0526315789473684,1.22399020807834E-08,6.97674418604651E-07,0,1253,0,4,0,0,0,0,0,0.7,56,-2,0,3,2,0,0,0,0,0,0,0,0,0,1371,0,0,0,0,85,54,0,0,16,Man City,Southampton,Arsenal,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,Onomah,MID,TOT,4300000,0,4,0.0701754385964912,1.63198694410445E-08,9.30232558139535E-07,0,2749,0,0,0,0,0,0,0,0.9,67,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.1,1957,0,17,0,0,19,36,0,0,14,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,6800000,1,50,3.1,4.55882352941176E-07,7.35294117647059E-06,0,354850,0,9,0,0,0,4,0,7.2,70794,-2,1,50,2,0.8,0,5.7,7,0,2,0,2,9.1,486591,0,200,0,1,617,22442,-1,0,167,Sunderland,Man Utd,Swansea,Chelsea,Hull City,2.7,2.5,4.1,2.8,3.6,3.5,2.7,3.2,4.3,2.8,3.4,3.5,2.7,2.7,3.8,2.6,3.4,2.8,3.4
,Oriol Romeu,MID,SOU,4500000,2,40,2.2,4.88888888888889E-07,8.88888888888889E-06,0,26047,5,19,0,0,0,0,0,8.9,1056,0,0,40,0,0.4,0,1.7,3,0,7,0,0,0.4,32109,0,239,0,0,1541,764,0,0,289,Everton,Burnley,Leicester,Swansea,West Ham,1.2,1.2,2.4,1.4,1.6,1.8,1.2,1.5,1.7,1.1,1.9,1.6,1.3,1.3,1.1,1.8,1.1,1.4,1.7
,Oscar,MID,CHE,7100000,0,17,1.9,2.67605633802817E-07,2.3943661971831E-06,0,63280,1,6,0,0,0,0,0,2.4,173,-4,0,17,4,0,0,0,0,0,1,0,1,0.6,22824,0,321,0,0,455,31,0,0,104,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,O'Shea,DEF,SUN,4400000,0,12,0.210526315789474,4.78468899521531E-08,2.72727272727273E-06,0,17858,2,15,0,0,0,0,0,2.7,262,-1,0,12,1,0.1,0,0.3,1,0,0,0,0,0.4,4942,0,193,0,0,707,114,0,0,102,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Ospina,GLK,ARS,4700000,0,0,0,0,0,0,5304,0,0,0,0,0,0,0,0,75,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,1544,0,56,0,0,0,27,0,0,0,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5900000,1,45,3,5.08474576271186E-07,7.6271186440678E-06,0,104454,6,14,0,0,0,0,0,7.6,1562,-1,0,45,1,0.5,0,2.8,6,0,3,0,2,2.7,55508,0,353,0,1,1311,2828,0,0,310,Burnley,Everton,Tottenham,West Ham,Swansea,3.6,2.5,3.4,3.6,3,2.8,2.4,2.2,3.7,3.9,3.8,2.5,3.6,3.2,3.3,2.7,3.3,2.9,2.6
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,11,0,0,0,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Oviedo,MID,EVE,4300000,0,9,0.157894736842105,3.67197062423501E-08,2.09302325581395E-06,0,9570,3,7,0,0,0,0,0,2.1,379,-2,0,9,2,0,0,0,0,0,1,0,0,0.2,8432,0,130,0,0,475,24,0,0,65,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reece,Oxford,DEF,WHU,4200000,0,0,0,0,0,0,17904,0,0,0,0,0,0,0,0,207,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,2337,0,28,0,0,0,31,0,0,0,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut,Ozil,MID,ARS,9600000,0,84,4.9,5.10416666666667E-07,8.75E-06,0,419515,0,15,0,0,0,5,0,8.8,50863,1,0,84,-1,0.5,0,5.2,10,0,4,0,4,8.2,470424,0,783,0,1,1426,5162,0,0,351,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,5.2,7.2,6.5,3.9,5.8,4.6,3.1,7,4.8,4.7,5.4,5,5.3,7.3,3.6,5.6,4.9,5.9
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2503,0,0,0,0,0,227,0,0,0,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costel,Pantilimon,GLK,WAT,4300000,0,1,0.0175438596491228,4.07996736026112E-09,2.32558139534884E-07,0,12491,0,4,0,6,0,0,0,0.2,219,-2,0,1,2,0,0,0,0,0,0,0,0,0.4,2332,0,146,0,0,58,44,0,0,16,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0,0,0,0,421875,0,0,0,0,0,0,0,0,4404,0,0,0,0,0,0,0,0,0,0,0,0,4.9,14093,0,88,0,0,0,73,0,0,0,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pau Lopez,GLK,TOT,5000000,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,13,0,0,0,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitri,Payet,MID,WHU,9100000,2,80,4.7,5.16483516483517E-07,8.79120879120879E-06,0,858495,1,27,0,0,0,2,0,8.8,18121,-4,0,80,4,0.5,0,4.7,10,0,4,0,8,9,241175,0,701,0,1,1445,1788,0,0,340,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,5.5,5.2,4.6,4.6,3.9,5.5,4.8,4.5,3.8,6.9,4.4,3.1,5.7,5.3,5.8,4.3,5.1,4.2,4
,Pedro,MID,CHE,6900000,0,76,1.33333333333333,1.93236714975845E-07,1.10144927536232E-05,0,248180,4,3,0,0,0,4,0,11,11762,-6,1,76,6,0.5,0,3.2,8,0,8,0,6,2.8,329323,0,399,0,3,846,15510,-1,0,242,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,1.2
Matthew,Pennington,DEF,EVE,3900000,0,0,0,0,0,0,12436,0,0,0,0,0,0,0,0,1150,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,17710,0,53,0,0,0,1324,0,0,0,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4400000,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,685,0,12,0,0,0,6,0,0,0,West Ham,Liverpool,Stoke,Hull City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5900000,0,43,3.3,5.59322033898305E-07,7.28813559322034E-06,0,59392,2,17,0,0,0,2,0,7.3,605,-1,0,43,1,0,0,0,2,0,3,0,3,0.3,63089,0,0,0,0,1036,30,0,1,186,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,2.6,3.1,3.2,1.9,2.6,4.6,3.2,1.8,3.4,2.6,2.3,2.7,2.4,2.6
Lucas,Perez,FWD,ARS,7800000,2,8,1.3,1.66666666666667E-07,1.02564102564103E-06,0,38334,0,1,0,0,0,0,0,1,181,-7,0,8,7,0.1,0,0.7,0,0,1,0,0,0.1,38613,0,0,0,0,182,155,0,0,34,Bournemouth,Swansea,Burnley,Watford,Chelsea,0.6,0.9,1.2,0.9,0.6,1.2,0.6,0.7,1.2,0.7,0.9,1,0.9,0.7,1.1,0.6,0.7,0.7,0.8
Matt,Phillips,MID,WBA,5600000,13,91,5.1,9.10714285714286E-07,1.625E-05,0,113578,0,18,0,0,0,4,0,16.3,10519,1,-1,91,-1,1,0,5.5,11,0,4,0,7,13.5,655415,0,0,0,2,1474,211332,1,0,297,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,6.2,3.8,7.6,5.5,5.9,4.3,6.5,5.6,5,4.6,5.3,5.8,6,4.5,4.3,7.4,4.9,4.8,5.5
Michael,Phillips,MID,CRY,4500000,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,70,0,0,0,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Pickford,GLK,SUN,4200000,0,54,3.4,8.0952380952381E-07,1.28571428571429E-05,0,221492,0,27,0,73,0,0,0,12.9,61345,2,0,54,-2,0.7,0,3,3,0,2,0,0,13.2,407494,0,18,0,2,1440,2736,0,0,326,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,2.7,4,2.9,4.5,2.7,1.8,3.2,5.1,3.9,4.8,3.3,3.9,2.7
Jeremy,Pied,DEF,SOU,4800000,0,1,0.0175438596491228,3.65497076023392E-09,2.08333333333333E-07,0,2634,0,0,0,0,0,0,0,0.2,8,-2,0,1,2,0,0,0,0,0,0,0,0,0,188,0,0,0,0,12,4,0,0,2,Everton,Burnley,Leicester,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Pienaar,MID,SUN,4800000,1,13,1.1,2.29166666666667E-07,2.70833333333333E-06,0,899,4,11,0,0,0,0,0,2.7,7,-2,0,13,2,0.1,0,0.7,0,0,2,0,0,0,857,0,0,0,0,690,14,0,1,65,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6
Erik,Pieters,DEF,STK,4500000,0,48,2.7,6E-07,1.06666666666667E-05,0,155886,3,28,0,0,0,0,0,10.7,8585,0,0,48,0,0.6,0,2.7,2,0,5,0,1,5.3,180266,0,388,0,0,1620,22069,0,0,307,Watford,Sunderland,Man Utd,Everton,West Brom,2.7,1.8,2,2.7,2.4,2.8,2.1,2.7,2.3,2.4,1.5,1.7,3.3,3.1,2.3,3.7,2.4,3.6,2.8
